Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1975.1.1128,False,True,460211,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Urbino and Gubbio",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Diameter: 10 9/16 in. (26.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460211,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1106,False,True,460212,Robert Lehman Collection,Dish,Dish (tondino),,,,,,Artist,Lustered in the workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1533,1533,1533,Maiolica (tin-glazed earthenware),Diameter: 10 11/16 in. (27.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460212,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1081,False,True,460213,Robert Lehman Collection,Dish,Dish (tondino),"Italian, Urbino or Pesaro and Gubbio",,,,,,,,,,,,,,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Diameter: 10 3/8 in. (26.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460213,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1121,False,True,460214,Robert Lehman Collection,Candlestick,Candlestick (candeliere),"Italian, Urbino",,,,,Artist,,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,1535,1535,1535,Maiolica (tin-glazed earthenware),Height: 8 1/16 in. (20.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460214,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1122,False,True,460215,Robert Lehman Collection,Candlestick,Candlestick (candeliere),"Italian, Urbino",,,,,Artist,,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,1535,1535,1535,Maiolica (tin-glazed earthenware),Height: 8 1/16 in. (20.5cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460215,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1083,False,True,460216,Robert Lehman Collection,Plate,Plate (scodella),"Italian, Urbino and Gubbio",,,,,Artist,perhaps,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1530–40,1527,1543,Maiolica (tin-glazed earthenware),Diameter: 10 7/8 in. (27.7cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460216,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1017,False,True,460217,Robert Lehman Collection,Dish,Dish (piatto),"Italian, probably Castel Durante",,,,,,,,,,,,,,1537,1537,1537,Maiolica (tin-glazed earthenware),Diameter: 16 5/8 in. (42.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460217,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1014,False,True,460218,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Castel Durante and Gubbio",,,,,,,,,,,,,,ca. 1535–40,1532,1543,Maiolica (tin-glazed earthenware),Diameter: 10 5/8 in. (27cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460218,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1013,False,True,460219,Robert Lehman Collection,Dish,Dish (coppa amatoria),"Italian, probably Castel Durante",,,,,,,,,,,,,,ca. 1540,1537,1543,Maiolica (tin-glazed earthenware),Diameter: 8 5/8 in. (21.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460219,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1119,False,True,460220,Robert Lehman Collection,Dish,Dish (coppa),"Italian, probably Urbino",,,,,Artist,perhaps,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1535–40,1532,1543,Lustered earthenware Maiolica (tin-glazed earthenware),Diameter: 10 15/16 in. (27.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460220,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1120,False,True,460221,Robert Lehman Collection,Plate,"Large plate (grande piatto): An episode from the Sack of Rome, 1527: the assault on the Borgo (?)","Italian, Urbino",,,,,Artist,,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1540,1537,1543,Maiolica (tin-glazed earthenware),Diameter: 17 3/8 in. (44.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460221,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1126,False,True,460222,Robert Lehman Collection,Candlesticks,Pair of candlesticks (candelieri),"Italian, Urbino",,,,,Artist,possibly,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1550–60,1547,1563,Maiolica (tin-glazed earthenware),Height: 6 1/8 in. (15.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460222,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1127,False,True,460223,Robert Lehman Collection,Candlesticks,Pair of candlesticks (candelieri),"Italian, Urbino",,,,,Artist,possibly,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1550–60,1547,1563,Maiolica (tin-glazed earthenware),Height: 6 1/8 in. (15.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460223,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1125,False,True,460224,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Urbino",,,,,Artist,probably,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1550–60,1547,1563,Maiolica (tin-glazed earthenware),Diam. 9 5/16 in. (23.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460224,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1124,False,True,460225,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Urbino",,,,,Artist,probably,workshop of Guido Durantino,"Italian, Urbino, active 1516–ca. 1576",,"Durantino, Guido",Italian,1516      ,1581      ,ca. 1550–60,1547,1563,Maiolica (tin-glazed earthenware),Diam. 9 5/16 in. (23.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460225,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.996,False,True,460226,Robert Lehman Collection,Albarello,Apothecary jar (albarello),"Italian, Urbino",,,,,,,,,,,,,,ca. 1560–70,1557,1573,Maiolica (tin-glazed earthenware),Height: 9 1/16 in. (23 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460226,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.995,False,True,460227,Robert Lehman Collection,Albarello,Apothecary jar (albarello),"Italian, Urbino",,,,,,,,,,,,,,ca. 1560–70,1557,1573,Maiolica (tin-glazed earthenware),Height: 9 1/16 in. (23cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460227,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1000,False,True,460228,Robert Lehman Collection,Candlestick,Candlestick (candeliere),"Italian, probably Urbino",,,,,,,,,,,,,,ca. 1560–80,1557,1583,Maiolica (tin-glazed earthenware),Height: 6 15/16 in. (17.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460228,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1001,False,True,460229,Robert Lehman Collection,Candlestick,Candlestick (candeliere),"Italian, probably Urbino",,,,,,,,,,,,,,ca. 1560–80,1557,1583,Maiolica (tin-glazed earthenware),Height: 7 1/8 in. (18.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460229,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1002,False,True,460230,Robert Lehman Collection,Candlestick,Maiolica: Candlestick (candeliere),Italian (probably Urbino),,,,,,,,,,,,,,ca. 1560–80,1557,1583,Maiolica (tin-glazed earthenware),Height: 7 3/8 in. (18.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460230,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1003,False,True,460231,Robert Lehman Collection,Candlestick,Candlestick (candeliere),"Italian, probably Urbino",,,,,,,,,,,,,,ca. 1560–80,1557,1583,Maiolica (tin-glazed earthenware),Height: 7 5/16 in. (18.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460231,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1123,False,True,460232,Robert Lehman Collection,Cistern,Trilobed cistern (bacile trilobato),"Italian, Urbino",,,,,Artist,probably,workshop of Francesco Patanazzi,"Italian (Urbino), active ca. 1580–1620",,Patanazzi Francesco,Italian,1580      ,1620      ,ca. 1600–1610,1597,1613,Maiolica (tin-glazed earthenware),Height:  8 3/4 in. (22.3 cm); Width: 18 7/8 in. (48 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460232,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1023,False,True,460233,Robert Lehman Collection,Plate,Plate (tagliere),,,,,,Artist,probably workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,ca. 1515–20,1512,1523,Maiolica (tin-glazed earthenware),Diameter: 10 1/4 in. (26.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460233,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1111,False,True,460234,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,probably workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1519,1519,1519,Maiolica (tin-glazed earthenware),Diameter: 8 5/16 in. (21.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460234,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1102,False,True,460235,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,probably workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1519,1519,1519,Maiolica (tin-glazed earthenware),Diameter: 8 5/16 in. (21.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460235,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1085,False,True,460236,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,probably workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,probably 1519,1517,1521,Maiolica (tin-glazed earthenware),Diameter: 10 3/16 in. (25.8 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460236,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1077,False,True,460237,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,probably,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Diameter: 10 1/4 in. (26.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460237,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1073,False,True,460238,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Diameter: 10 3/16 in. (25.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460238,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1080,False,True,460239,Robert Lehman Collection,Dish,Dish (tondino),"Italian, Gubbio",,,,,,,,,,,,,,1521,1521,1521,Maiolica (tin-glazed earthenware),Diameter: 10 1/4 in. (26 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460239,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1091,False,True,460240,Robert Lehman Collection,Dish,Dish (coppa),,,,,,Artist|Artist,lustered by,Maestro Giorgio Andreoli|The Saint Ubaldus Painter,"Italian (Gubbio), active first half of 16th century|Italian, active first half 16th century",,"Andreoli, Giorgio Maestro|The Saint Ubaldus Painter",Italian|Italian,1500      |1500      ,1550      |1550      ,1521–22,1521,1522,Maiolica (tin-glazed earthenware),Diameter: 10 1/4 in. (26 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460240,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1104,False,True,460241,Robert Lehman Collection,Dish,Dish (coppa umbonata),,,,,,Artist,probably workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1522,1522,1522,Maiolica (tin-glazed earthenware),Diameter: 8 1/4 in. (20.9 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460241,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1100,False,True,460242,Robert Lehman Collection,Dish,Dish (coppa): Hercules slays the centaur Nessus,,,,,,Artist,workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1525,1525,1525,Maiolica (tin-glazed earthenware),Diam. 9 1/2 in. (24.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460242,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1105,False,True,460243,Robert Lehman Collection,Plate,Plate (piatto): The Prodigal Son among the swine,,,,,,Artist,workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1525,1525,1525,Maiolica (tin-glazed earthenware),Diameter: 11 1/8 in. (28.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460243,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1098,False,True,460244,Robert Lehman Collection,Dish,Dish (coppa): Saint Margaret,,,,,,Artist,workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1527,1527,1527,Maiolica (tin-glazed earthenware),Diameter: 9 15/16 in. (25.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460244,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1097,False,True,460245,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1527,1527,1527,Maiolica (tin-glazed earthenware),Diameter: 10 1/2 in. (26.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460245,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1096,False,True,460246,Robert Lehman Collection,Plate,Plate (tondino),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1525–30,1522,1533,Maiolica (tin-glazed earthenware),Diameter: 10 7/8 in. (27.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460246,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1092,False,True,460247,Robert Lehman Collection,Plate,Plate (tondino),,,,,,Artist,probably workshop of,Maestro Giorgio Andreoli,"Italian (Gubbio), active first half of 16th century",,"Andreoli, Giorgio Maestro",Italian,1500      ,1550      ,1525–30,1522,1533,Maiolica (tin-glazed earthenware),Diameter: 10 3/4 in. (27.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460247,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1108,False,True,460248,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1525–30,1522,1533,Maiolica (tin-glazed earthenware),Diameter: 9 15/16 in. (25.3 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460248,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1094,False,True,460249,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 8 11/16 in. (22 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460249,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1093,False,True,460250,Robert Lehman Collection,Dish,Dish (coppa),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 8 3/4 in. (22.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460250,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1072,False,True,460251,Robert Lehman Collection,Dish,Dish (coppa umbonata),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 7 3/4 in. (19.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460251,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1079,False,True,460252,Robert Lehman Collection,Dish,Dish (tondino),"Italian, Gubbio",,,,,,,,,,,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 9 3/16 in. (23.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460252,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1107,False,True,460253,Robert Lehman Collection,Dish,Dish (tondino),"Italian, Gubbio",,,,,Artist,,Italian,,", Gubbio, early 16th century",Italian,,,,ca. 1530,1527,1533,Maiolica (tin-glazed earthenware),Diameter: 9 15/16 in. (25.2 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460253,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1110,False,True,460254,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Gubbio",,,,,,,,,,,,,,1532,1532,1532,Maiolica (tin-glazed earthenware),Diameter: 9 5/8 in. (24.4cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460254,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1975.1.1109,False,True,460255,Robert Lehman Collection,Plate,Plate (tagliere),"Italian, Gubbio",,,,,,,,,,,,,,1534,1534,1534,Maiolica (tin-glazed earthenware),Diameter: 9 5/8 in. (24.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460255,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
